week,gt_harga_naik,gt_biaya_hidup,gt_harga_beras,gt_harga_bbm,gt_phk,gt_mean_score,isPartial,usd_idr_close,usd_idr_return,usd_idr_volatility_4w,rupiah_depreciation_dummy,x_tweet_volume,x_negative_sentiment_mean,x_negative_tweet_ratio,x_tweet_volume_log1p,gt_mean_score_raw,esi,split,esi_current,esi_lag_1,esi_lag_2,esi_lag_3,esi_lag_4,esi_lag_8,esi_diff_1,esi_diff_2,esi_diff_4,esi_roll_mean_2,esi_roll_mean_4,esi_roll_mean_8,gt_mean_score_lag_1,gt_mean_score_lag_2,gt_mean_score_lag_3,gt_mean_score_lag_4,gt_mean_score_lag_8,gt_mean_score_diff_1,gt_mean_score_diff_2,gt_mean_score_diff_4,gt_mean_score_roll_mean_2,gt_mean_score_roll_mean_4,gt_mean_score_roll_mean_8,x_negative_sentiment_mean_lag_1,x_negative_sentiment_mean_lag_2,x_negative_sentiment_mean_lag_3,x_negative_sentiment_mean_lag_4,x_negative_sentiment_mean_lag_8,x_negative_sentiment_mean_diff_1,x_negative_sentiment_mean_diff_2,x_negative_sentiment_mean_diff_4,x_negative_sentiment_mean_roll_mean_2,x_negative_sentiment_mean_roll_mean_4,x_negative_sentiment_mean_roll_mean_8,usd_idr_return_lag_1,usd_idr_return_lag_2,usd_idr_return_lag_3,usd_idr_return_lag_4,usd_idr_return_lag_8,usd_idr_return_diff_1,usd_idr_return_diff_2,usd_idr_return_diff_4,usd_idr_return_roll_mean_2,usd_idr_return_roll_mean_4,usd_idr_return_roll_mean_8,gt_harga_naik_lag_1,gt_harga_naik_lag_2,gt_harga_naik_lag_4,gt_harga_naik_diff_1,gt_biaya_hidup_lag_1,gt_biaya_hidup_lag_2,gt_biaya_hidup_lag_4,gt_biaya_hidup_diff_1,gt_harga_beras_lag_1,gt_harga_beras_lag_2,gt_harga_beras_lag_4,gt_harga_beras_diff_1,gt_harga_bbm_lag_1,gt_harga_bbm_lag_2,gt_harga_bbm_lag_4,gt_harga_bbm_diff_1,gt_phk_lag_1,gt_phk_lag_2,gt_phk_lag_4,gt_phk_diff_1,esi_squared,esi_momentum,esi_momentum_squared,esi_level_momentum,esi_next_week,target_week
2022-02-27,8.0,2.0,8.0,3.0,2.0,4.6,False,14345.0,-0.0010445682451253324,0.0035632492975473,0.0,3.0,0.5715718145171801,0.6666666666666666,1.3862943611198906,4.6,3.254067196687594,train,3.254067196687594,3.2453110360335007,2.3927737273640646,1.117901085691298,0.11974102735872617,0.09892474534870589,0.008756160654093126,0.8612934693235292,3.1343261693288675,3.249689116360547,2.5025132614441143,1.0183841637816191,4.4,4.2,3.6,2.8,3.0,0.1999999999999993,0.39999999999999947,1.7999999999999998,4.5,4.2,3.475,0.9970014989376068,0.5039329081773758,0.5471940543502569,0.8994779388109843,0.49202591768698767,-0.4254296844204267,0.0676389063398043,-0.32790612429380417,0.7842866567273934,0.654925068995605,0.6233843173014022,0.003423939626860495,-0.005282546743587968,-0.0014575235980011092,0.006566997345256453,0.0010982793389811008,-0.004468507871985827,0.004237978498462636,-0.007611565590381786,0.0011896856908675812,-0.0010901747399634787,0.0002909136366102544,8.0,7.0,5.0,0.0,2.0,2.0,2.0,0.0,8.0,7.0,5.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,10.588953320558256,0.008756160654093126,7.667034940028855e-05,0.028493135153411026,3.58588658746249,2022-03-06
2022-03-06,9.0,2.0,8.0,3.0,2.0,4.8,False,14388.0,0.0029975601254792483,0.004070336803028451,1.0,3.0,0.40422463917639107,0.3333333333333333,1.3862943611198906,4.8,3.58588658746249,train,3.58588658746249,3.254067196687594,3.2453110360335007,2.3927737273640646,1.117901085691298,-1.1464437532061822,0.3318193907748963,0.34057555142898943,2.4679855017711922,3.419976892075042,3.1195096368869124,1.609925456365203,4.6,4.4,4.2,3.6,2.6,0.20000000000000018,0.39999999999999947,1.1999999999999997,4.699999999999999,4.5,3.75,0.5715718145171801,0.9970014989376068,0.5039329081773758,0.5471940543502569,0.436807712506769,-0.16734717534078902,-0.5927768597612157,-0.14296941517386585,0.4878982268467855,0.6191827152021385,0.619311433135105,-0.0010445682451253324,0.003423939626860495,-0.005282546743587968,-0.0014575235980011092,0.0010982793389811008,0.004042128370604581,-0.0004263795013812466,0.0044550837234803575,0.000976495940176958,2.3596190906610692e-05,0.0005283237349225228,8.0,8.0,5.0,1.0,2.0,2.0,2.0,0.0,8.0,8.0,7.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,12.858582618143382,0.3318193907748963,0.11010410809422334,1.1898667028396754,3.5552012857124993,2022-03-13
2022-03-13,9.375,2.0,8.0,2.0,3.0,4.875,False,14283.0,-0.0072977481234361985,0.004971069490823917,0.0,1.0,0.1602334678173065,0.0,0.6931471805599453,5.2,3.5552012857124993,train,3.5552012857124993,3.58588658746249,3.254067196687594,3.2453110360335007,2.3927737273640646,-1.096726973163576,-0.030685301749990845,0.30113408902490546,1.1624275583484347,3.5705439365874945,3.410116526474021,2.1914164887247125,4.8,4.6,4.4,4.2,2.6,0.07500000000000018,0.27500000000000036,0.6749999999999998,4.8375,4.66875,4.034375,0.40422463917639107,0.5715718145171801,0.9970014989376068,0.5039329081773758,0.3499898370355367,-0.24399117135908457,-0.41133834669987357,-0.3436994403600693,0.28222905349684874,0.5332578551121211,0.5955918869828262,0.0029975601254792483,-0.0010445682451253324,0.003423939626860495,-0.005282546743587968,-0.0007677275265215444,-0.010295308248915447,-0.006253179878310866,-0.0020152013798482304,-0.002150093998978475,-0.0004802041540554469,-0.00028792883969180894,9.0,8.0,7.0,0.375,2.0,2.0,2.0,0.0,8.0,8.0,7.0,0.0,3.0,3.0,3.0,-1.0,2.0,2.0,2.0,1.0,12.639456181931807,-0.030685301749990845,0.0009415877434879912,-0.10909242423404346,2.258729625288485,2022-03-20
2022-03-20,8.0,2.0,6.0,2.0,2.0,4.0,False,14337.0,0.003780718336483968,0.005066750921258149,1.0,9.0,0.6530273815410005,0.6666666666666666,2.302585092994046,4.0,2.258729625288485,train,2.258729625288485,3.5552012857124993,3.58588658746249,3.254067196687594,3.2453110360335007,0.2604499634875272,-1.296471660424014,-1.327156962174005,-0.9865814107450155,2.906965455500492,3.1634711737877668,2.441201446449832,4.875,4.8,4.6,4.4,3.0,-0.875,-0.7999999999999998,-0.40000000000000036,4.4375,4.56875,4.159375,0.1602334678173065,0.40422463917639107,0.5715718145171801,0.9970014989376068,0.6810987740755081,0.49279391372369397,0.24880274236460942,-0.3439741173966063,0.40663042467915345,0.4472643257629696,0.5920829629160127,-0.0072977481234361985,0.0029975601254792483,-0.0010445682451253324,0.003423939626860495,-0.00020954110498005996,0.011078466459920167,0.0007831582110047197,0.00035677870962347313,-0.0017585148934761152,-0.00039100947664957864,0.00021085359049119456,9.375,9.0,8.0,-1.375,2.0,2.0,2.0,0.0,8.0,8.0,8.0,-2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,-1.0,5.101859520155861,-1.296471660424014,1.6808387662826,-2.9283789477466735,6.150068684762875,2022-03-27
2022-03-27,9.375,2.0,6.0,12.125,2.0,6.3,False,14341.0,0.00027899839575917795,0.005053042285469666,1.0,2.0,0.4868235971662216,0.5,1.0986122886681098,9.8,6.150068684762875,train,6.150068684762875,2.258729625288485,3.5552012857124993,3.58588658746249,3.254067196687594,0.11974102735872617,3.8913390594743897,2.5948673990503757,2.896001488075281,4.20439915502568,3.887471545806587,3.194992403625351,4.0,4.875,4.8,4.6,2.8,2.3,1.4249999999999998,1.7000000000000002,5.15,4.99375,4.596875,0.6530273815410005,0.1602334678173065,0.40422463917639107,0.5715718145171801,0.8994779388109843,-0.1662037843747789,0.32659012934891507,-0.0847482173509585,0.569925489353611,0.4260772714252299,0.5405011702104174,0.003780718336483968,-0.0072977481234361985,0.0029975601254792483,-0.0010445682451253324,0.006566997345256453,-0.00350171994072479,0.0075767465191953765,0.0013235666408845104,0.002029858366121573,-6.011781642845104e-05,-0.0005751462781959649,8.0,9.375,8.0,1.375,2.0,2.0,2.0,0.0,6.0,8.0,8.0,0.0,2.0,2.0,3.0,10.125,2.0,3.0,2.0,0.0,37.82334482730096,3.8913390594743897,15.142519675791029,23.93200249146806,3.379551810604102,2022-04-03
2022-04-03,8.0,2.0,5.0,7.0,2.0,4.8,False,14376.0,0.002440555051949067,0.004947259030731376,1.0,3.0,0.3155408770156403,0.3333333333333333,1.3862943611198906,4.8,3.379551810604102,train,3.379551810604102,6.150068684762875,2.258729625288485,3.5552012857124993,3.58588658746249,1.117901085691298,-2.770516874158773,1.1208221853156166,-0.2063347768583883,4.764810247683489,3.8358878515919903,3.477698744239451,6.3,4.0,4.875,4.8,3.6,-1.5,0.7999999999999998,0.0,5.55,4.9937499999999995,4.746875,0.4868235971662216,0.6530273815410005,0.1602334678173065,0.40422463917639107,0.5471940543502569,-0.17128272015058127,-0.33748650452536016,-0.08868376216075075,0.4011822370909309,0.40390633088504224,0.5115445230435903,0.00027899839575917795,0.003780718336483968,-0.0072977481234361985,0.0029975601254792483,-0.0014575235980011092,0.002161556656189889,-0.001340163284534901,-0.0005570050735301812,0.0013597767238541225,-0.00019936908481099636,-8.788644695219283e-05,9.375,8.0,9.0,-1.375,2.0,2.0,2.0,0.0,6.0,6.0,8.0,-1.0,12.125,2.0,3.0,-5.125,2.0,2.0,2.0,0.0,11.421370440557462,-2.770516874158773,7.675763749998499,-9.363105318372499,2.105697618954904,2022-04-10
2022-04-10,7.0,2.0,5.0,4.0,2.0,4.0,False,14365.0,-0.0007651641624930594,0.0020567443159600703,0.0,6.0,0.6659933371508183,0.6666666666666666,1.9459101490553132,4.0,2.105697618954904,train,2.105697618954904,3.379551810604102,6.150068684762875,2.258729625288485,3.5552012857124993,2.3927737273640646,-1.2738541916491979,-4.044371065807971,-1.4495036667575953,2.742624714779503,3.473511934902591,3.441814230688306,4.8,6.3,4.0,4.875,4.2,-0.7999999999999998,-2.3,-0.875,4.4,4.7749999999999995,4.721875000000001,0.3155408770156403,0.4868235971662216,0.6530273815410005,0.1602334678173065,0.5039329081773758,0.350452460135178,0.17916973998459673,0.5057598693335118,0.49076710708322924,0.5303462982184202,0.5318020766652707,0.002440555051949067,0.00027899839575917795,0.003780718336483968,-0.0072977481234361985,-0.005282546743587968,-0.0032057192144421265,-0.0010441625582522374,0.006532583960943139,0.0008376954447280038,0.0014337769054247884,0.00047678637568467075,8.0,9.375,9.375,-1.0,2.0,2.0,2.0,0.0,5.0,6.0,8.0,0.0,7.0,12.125,2.0,-3.0,2.0,2.0,3.0,0.0,4.433962462472352,-1.2738541916491979,1.6227045015822315,-2.6823517382514397,1.7588060012676212,2022-04-17
2022-04-17,6.0,2.0,6.0,3.0,2.0,3.8,False,14360.0,-0.00034806822137134485,0.0014254484567655086,0.0,5.0,0.7903087682090699,0.8,1.791759469228055,3.8,1.7588060012676212,train,1.7588060012676212,2.105697618954904,3.379551810604102,6.150068684762875,2.258729625288485,3.2453110360335007,-0.3468916176872827,-1.6207458093364806,-0.499923624020864,1.9322518101112625,3.3485310288973755,3.256001101342571,4.0,4.8,6.3,4.0,4.4,-0.20000000000000018,-1.0,-0.20000000000000018,3.9,4.725,4.646875,0.6659933371508183,0.3155408770156403,0.4868235971662216,0.6530273815410005,0.9970014989376068,0.1243154310582516,0.4747678911934296,0.13728138666806944,0.7281510526799441,0.5646666448854376,0.5059654853242035,-0.0007651641624930594,0.002440555051949067,0.00027899839575917795,0.003780718336483968,0.003423939626860495,0.00041709594112171455,-0.002788623273320412,-0.004128786557855313,-0.0005566161919322021,0.0004015802659609602,5.285394655690778e-06,7.0,8.0,8.0,-1.0,2.0,2.0,2.0,0.0,5.0,5.0,6.0,1.0,4.0,7.0,2.0,-1.0,2.0,2.0,2.0,0.0,3.0933985500949994,-0.3468916176872827,0.12033379442169992,-0.6101150589778261,-0.14251837690296654,2022-04-24
2022-04-24,5.0,1.0,6.0,2.0,2.0,3.2,False,14425.0,0.004526462395543218,0.002488982293318901,1.0,6.0,0.38207800469050807,0.3333333333333333,1.9459101490553132,3.2,-0.14251837690296654,train,-0.14251837690296654,1.7588060012676212,2.105697618954904,3.379551810604102,6.150068684762875,3.254067196687594,-1.9013243781705877,-2.2482159958578705,-6.2925870616658415,0.8081438121823273,1.7753842634809152,2.831427904643751,3.8,4.0,4.8,6.3,4.6,-0.5999999999999996,-0.7999999999999998,-3.0999999999999996,3.5,3.95,4.471875000000001,0.7903087682090699,0.6659933371508183,0.3155408770156403,0.4868235971662216,0.5715718145171801,-0.40823076351856186,-0.28391533246031025,-0.10474559247571352,0.5861933864497889,0.5384802467665092,0.48227875909586954,-0.00034806822137134485,-0.0007651641624930594,0.002440555051949067,0.00027899839575917795,-0.0010445682451253324,0.004874530616914563,0.005291626558036278,0.00424746399978404,0.0020891970870859367,0.0014634462659069702,0.0007016642247392596,6.0,7.0,9.375,-1.0,2.0,2.0,2.0,-1.0,6.0,5.0,6.0,0.0,3.0,4.0,12.125,-1.0,2.0,2.0,2.0,0.0,0.020311487755056024,-1.9013243781705877,3.6150343910257723,0.2709736643429143,-1.9859825637273887,2022-05-01
2022-05-01,5.0,1.0,3.0,1.0,1.0,2.2,False,14518.0,0.006447140381282468,0.0035802412639804665,1.0,2.0,0.014716709498316,0.0,1.0986122886681098,2.2,-1.9859825637273887,train,-1.9859825637273887,-0.14251837690296654,1.7588060012676212,2.105697618954904,3.379551810604102,3.58588658746249,-1.8434641868244221,-3.7447885649950097,-5.3655343743314905,-1.0642504703151776,0.4340006698980425,2.134944260745016,3.2,3.8,4.0,4.8,4.8,-1.0,-1.5999999999999996,-2.5999999999999996,2.7,3.3,4.146875,0.38207800469050807,0.7903087682090699,0.6659933371508183,0.3155408770156403,0.40422463917639107,-0.36736129519219207,-0.7755920587107539,-0.3008241675173243,0.19839735709441192,0.4632742048871781,0.43359026788611016,0.004526462395543218,-0.00034806822137134485,-0.0007651641624930594,0.002440555051949067,0.0029975601254792483,0.0019206779857392497,0.006795208602653813,0.004006585329333401,0.005486801388412843,0.0024650925982403205,0.001132861756714662,5.0,6.0,8.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,5.0,-3.0,2.0,3.0,7.0,-1.0,2.0,2.0,2.0,-1.0,3.9441267434292113,-1.8434641868244221,3.398360208104228,3.6610877318891917,0.6059104565233893,2022-05-08
